"SSS","Longitude","Latitude"
"AD1_2007__Meyer 2 14",9.79212593489,51.602000769
"AD1_2007__Meyer 2 15",9.7612937102,51.4058192887
"AD1_2008__Billeter 1 1",5.61466316817,51.1761189509
"AD1_2008__Billeter 1 2",5.62208203273,51.1676031752
"AD1_2008__Billeter 1 3",5.62972160334,51.1529200494
"AD1_2008__Billeter 1 4",5.63140887576,51.1653126899
"AD1_2008__Billeter 1 5",5.6350696869,51.1545469728
"AD1_2008__Billeter 1 6",5.63958221873,51.1713076573
"AD1_2008__Billeter 1 7",5.63990225372,51.179234593
"AD1_2008__Billeter 1 8",5.64494861495,51.1640061107
"AD1_2008__Billeter 1 9",5.64577462684,51.1571295825
"AD1_2008__Billeter 1 10",5.65198187147,51.1729394568
"AD1_2008__Billeter 1 11",5.65251483072,51.1526088534
"AD1_2008__Billeter 1 12",5.65787482061,51.1668742876
"AD1_2008__Billeter 1 13",5.66259148846,51.1681471463
"AD1_2008__Billeter 1 14",5.6663982548,51.1759703851
"AD1_2008__Billeter 1 15",5.67121887908,51.1539082087
"AD1_2008__Billeter 1 16",5.67577255176,51.1577495209
"AD1_2008__Billeter 1 17",4.78508459441,50.7691268292
"AD1_2008__Billeter 1 18",4.78768063762,50.788441507
"AD1_2008__Billeter 1 19",4.78821145773,50.8007836749
"AD1_2008__Billeter 1 20",4.79415014915,50.7787561803
"AD1_2008__Billeter 1 21",4.79755031961,50.7826650227
"AD1_2008__Billeter 1 22",4.80541315781,50.7939318314
"AD1_2008__Billeter 1 23",4.80863065169,50.774342162
"AD1_2008__Billeter 1 24",4.81137500307,50.794970445
"AD1_2008__Billeter 1 25",4.81379697013,50.7978348444
"AD1_2008__Billeter 1 26",4.81626207782,50.7730583904
"AD1_2008__Billeter 1 27",4.82522603654,50.7799450534
"AD1_2008__Billeter 1 28",4.82981802416,50.7811341328
"AD1_2008__Billeter 1 29",4.83260059213,50.7992030104
"AD1_2008__Billeter 1 30",4.83690648126,50.7745146978
"AD1_2008__Billeter 1 31",4.83837458976,50.7943464487
"AD1_2008__Billeter 1 32",3.65280374981,51.2422162281
"AD1_2008__Billeter 1 33",3.65875500669,51.2287271446
"AD1_2008__Billeter 1 34",3.66139541511,51.2495872017
"AD1_2008__Billeter 1 35",3.66372585201,51.2221446485
"AD1_2008__Billeter 1 36",3.66783521395,51.2222220996
"AD1_2008__Billeter 1 37",3.668472734,51.2435298218
"AD1_2008__Billeter 1 38",3.66913978836,51.2478829382
"AD1_2008__Billeter 1 39",3.6222492756,51.2488695504
"AD1_2008__Billeter 1 40",3.62808888707,51.2252861463
"AD1_2008__Billeter 1 41",3.63181869683,51.2298000844
"AD1_2008__Billeter 1 42",3.63369531401,51.2411621162
"AD1_2008__Billeter 1 43",3.63917693262,51.2274412272
"AD1_2008__Billeter 1 44",3.64115764663,51.2376546052
"AD1_2008__Billeter 1 45",3.64142453515,51.2241489424
"AD1_2008__Billeter 1 46",3.64809701027,51.2515224952
"AD1_2008__Billeter 1 47",5.78487930483,50.6957827917
"AD1_2008__Billeter 1 48",5.78501401388,50.6886356654
"AD1_2008__Billeter 1 49",5.79019459312,50.6767973029
"AD1_2008__Billeter 1 50",5.7934459941,50.7039530588
"AD1_2008__Billeter 1 51",5.79969724554,50.6817591173
"AD1_2008__Billeter 1 52",5.801977679,50.6898895189
"AD1_2008__Billeter 1 53",5.80308613022,50.7016414223
"AD1_2008__Billeter 1 54",5.80721436953,50.7095326659
"AD1_2008__Billeter 1 55",5.81612136796,50.6812983819
"AD1_2008__Billeter 1 56",5.81709320301,50.696132422
"AD1_2008__Billeter 1 57",5.81788388402,50.6877555476
"AD1_2008__Billeter 1 58",5.82030475727,50.703387292
"AD1_2008__Billeter 1 59",5.82598746136,50.7034647361
"AD1_2008__Billeter 1 60",5.82746398973,50.6844365452
"AD1_2008__Billeter 1 61",5.82950512942,50.7051322289
"AD1_2008__Billeter 1 62",5.8374941045,50.6930953318
"AD1_2008__Billeter 1 63",4.82099425639,50.786767069
"AD1_2008__Billeter 1 64",3.66983158896,51.2322201536
"AD1_2008__Billeter 2 1",5.61466316817,51.1761189509
"AD1_2008__Billeter 2 2",5.62208203273,51.1676031752
"AD1_2008__Billeter 2 3",5.62972160334,51.1529200494
"AD1_2008__Billeter 2 4",5.63140887576,51.1653126899
"AD1_2008__Billeter 2 5",5.6350696869,51.1545469728
"AD1_2008__Billeter 2 6",5.63958221873,51.1713076573
"AD1_2008__Billeter 2 7",5.63990225372,51.179234593
"AD1_2008__Billeter 2 8",5.64494861495,51.1640061107
"AD1_2008__Billeter 2 9",5.64577462684,51.1571295825
"AD1_2008__Billeter 2 10",5.65198187147,51.1729394568
"AD1_2008__Billeter 2 11",5.65251483072,51.1526088534
"AD1_2008__Billeter 2 12",5.65787482061,51.1668742876
"AD1_2008__Billeter 2 13",5.66259148846,51.1681471463
"AD1_2008__Billeter 2 14",5.6663982548,51.1759703851
"AD1_2008__Billeter 2 15",5.67121887908,51.1539082087
"AD1_2008__Billeter 2 16",5.67577255176,51.1577495209
"AD1_2008__Billeter 2 17",4.78508459441,50.7691268292
"AD1_2008__Billeter 2 18",4.78768063762,50.788441507
"AD1_2008__Billeter 2 19",4.78821145773,50.8007836749
"AD1_2008__Billeter 2 20",4.79415014915,50.7787561803
"AD1_2008__Billeter 2 21",4.79755031961,50.7826650227
"AD1_2008__Billeter 2 22",4.80541315781,50.7939318314
"AD1_2008__Billeter 2 23",4.80863065169,50.774342162
"AD1_2008__Billeter 2 24",4.81137500307,50.794970445
"AD1_2008__Billeter 2 25",4.81379697013,50.7978348444
"AD1_2008__Billeter 2 26",4.81626207782,50.7730583904
"AD1_2008__Billeter 2 27",4.82522603654,50.7799450534
"AD1_2008__Billeter 2 28",4.82981802416,50.7811341328
"AD1_2008__Billeter 2 29",4.83260059213,50.7992030104
"AD1_2008__Billeter 2 30",4.83690648126,50.7745146978
"AD1_2008__Billeter 2 31",4.83837458976,50.7943464487
"AD1_2008__Billeter 2 32",3.65280374981,51.2422162281
"AD1_2008__Billeter 2 33",3.65875500669,51.2287271446
"AD1_2008__Billeter 2 34",3.66139541511,51.2495872017
"AD1_2008__Billeter 2 35",3.66372585201,51.2221446485
"AD1_2008__Billeter 2 36",3.66783521395,51.2222220996
"AD1_2008__Billeter 2 37",3.668472734,51.2435298218
"AD1_2008__Billeter 2 38",3.66913978836,51.2478829382
"AD1_2008__Billeter 2 39",3.6222492756,51.2488695504
"AD1_2008__Billeter 2 40",3.62808888707,51.2252861463
"AD1_2008__Billeter 2 41",3.63181869683,51.2298000844
"AD1_2008__Billeter 2 42",3.63369531401,51.2411621162
"AD1_2008__Billeter 2 43",3.63917693262,51.2274412272
"AD1_2008__Billeter 2 44",3.64115764663,51.2376546052
"AD1_2008__Billeter 2 45",3.64142453515,51.2241489424
"AD1_2008__Billeter 2 46",3.64809701027,51.2515224952
"AD1_2008__Billeter 2 47",5.78487930483,50.6957827917
"AD1_2008__Billeter 2 48",5.78501401388,50.6886356654
"AD1_2008__Billeter 2 49",5.79019459312,50.6767973029
"AD1_2008__Billeter 2 50",5.7934459941,50.7039530588
"AD1_2008__Billeter 2 51",5.79969724554,50.6817591173
"AD1_2008__Billeter 2 52",5.801977679,50.6898895189
"AD1_2008__Billeter 2 53",5.80308613022,50.7016414223
"AD1_2008__Billeter 2 54",5.80721436953,50.7095326659
"AD1_2008__Billeter 2 55",5.81612136796,50.6812983819
"AD1_2008__Billeter 2 56",5.81709320301,50.696132422
"AD1_2008__Billeter 2 57",5.81788388402,50.6877555476
"AD1_2008__Billeter 2 58",5.82030475727,50.703387292
"AD1_2008__Billeter 2 59",5.82598746136,50.7034647361
"AD1_2008__Billeter 2 60",5.82746398973,50.6844365452
"AD1_2008__Billeter 2 61",5.82950512942,50.7051322289
"AD1_2008__Billeter 2 62",5.8374941045,50.6930953318
"AD1_2008__Billeter 2 63",4.82099425639,50.786767069
"AD1_2008__Billeter 2 64",3.66983158896,51.2322201536
"AD1_2008__Billeter 5 1",24.5492967029,58.503623471
"AD1_2008__Billeter 5 2",24.550833287,58.4794908755
"AD1_2008__Billeter 5 3",24.5574287798,58.487250488
"AD1_2008__Billeter 5 4",24.5599869815,58.4997398074
"AD1_2008__Billeter 5 5",24.5645199197,58.4963845583
"AD1_2008__Billeter 5 6",24.566783619,58.4927936372
"AD1_2008__Billeter 5 7",24.5711126672,58.5034439209
"AD1_2008__Billeter 5 8",24.5710084363,58.4806957773
"AD1_2008__Billeter 5 9",24.580869378,58.4964872101
"AD1_2008__Billeter 5 10",24.5815957295,58.476806113
"AD1_2008__Billeter 5 11",24.5844970586,58.5041135479
"AD1_2008__Billeter 5 12",24.5845561008,58.49215604
"AD1_2008__Billeter 5 13",24.6004294025,58.5107653233
"AD1_2008__Billeter 5 14",24.6028431471,58.4758496009
"AD1_2008__Billeter 5 15",24.6045830299,58.5018174343
"AD1_2008__Billeter 5 16",24.6066779165,58.4929527384
"AD1_2008__Billeter 5 17",24.980414559,58.5593310636
"AD1_2008__Billeter 5 18",24.9859953326,58.5666560207
"AD1_2008__Billeter 5 19",25.0004200182,58.5720377919
"AD1_2008__Billeter 5 20",25.0006654359,58.5667291342
"AD1_2008__Billeter 5 21",25.0002666011,58.5509551343
"AD1_2008__Billeter 5 22",25.0017586753,58.5787949574
"AD1_2008__Billeter 5 23",25.0045027475,58.5584140076
"AD1_2008__Billeter 5 24",25.0057928499,58.5724705049
"AD1_2008__Billeter 5 25",25.0136029886,58.5795592695
"AD1_2008__Billeter 5 26",25.0133394936,58.5491497566
"AD1_2008__Billeter 5 27",25.0268369145,58.5504470693
"AD1_2008__Billeter 5 28",25.0297159135,58.5653950944
"AD1_2008__Billeter 5 29",25.0319250565,58.578787487
"AD1_2008__Billeter 5 30",25.0386301326,58.5583532067
"AD1_2008__Billeter 5 31",25.0408114422,58.5751226435
"AD1_2008__Billeter 5 32",25.0465575942,58.5660300158
"AD1_2008__Billeter 5 33",25.6118045831,58.3414781913
"AD1_2008__Billeter 5 34",25.6115460303,58.3322552878
"AD1_2008__Billeter 5 35",25.6198097822,58.3237185588
"AD1_2008__Billeter 5 36",25.6261155521,58.349872156
"AD1_2008__Billeter 5 37",25.6312623158,58.3155331804
"AD1_2008__Billeter 5 38",25.6314863953,58.318453447
"AD1_2008__Billeter 5 39",25.6375408345,58.3520795074
"AD1_2008__Billeter 5 40",25.6384623919,58.3324587067
"AD1_2008__Billeter 5 41",25.6438172788,58.33061855
"AD1_2008__Billeter 5 42",25.6486455228,58.338664037
"AD1_2008__Billeter 5 43",25.6530652474,58.3329611619
"AD1_2008__Billeter 5 44",25.6571538877,58.3492262649
"AD1_2008__Billeter 5 45",25.6582894742,58.3190897196
"AD1_2008__Billeter 5 46",25.6638678695,58.3420212332
"AD1_2008__Billeter 5 47",25.6715824567,58.3360830337
"AD1_2008__Billeter 5 48",25.6737442795,58.3270635307
"AD1_2008__Billeter 5 49",26.2500475072,59.1721693164
"AD1_2008__Billeter 5 50",26.2496864536,59.142666467
"AD1_2008__Billeter 5 51",26.2524142975,59.1582092174
"AD1_2008__Billeter 5 52",26.2552310023,59.1505187186
"AD1_2008__Billeter 5 53",26.2654982463,59.1696040828
"AD1_2008__Billeter 5 54",26.2717362494,59.1539112842
"AD1_2008__Billeter 5 55",26.2786157034,59.1401408294
"AD1_2008__Billeter 5 56",26.2810019276,59.1630734934
"AD1_2008__Billeter 5 57",26.281048167,59.1412088457
"AD1_2008__Billeter 5 58",26.2892931568,59.1482479285
"AD1_2008__Billeter 5 59",26.2959152446,59.162276999
"AD1_2008__Billeter 5 60",26.2973625114,59.1676453336
"AD1_2008__Billeter 5 61",26.3050538219,59.1473527489
"AD1_2008__Billeter 5 62",26.3079762828,59.1460145083
"AD1_2008__Billeter 5 63",26.3094084034,59.1621849277
"AD1_2008__Billeter 5 64",26.311064366,59.1671361669
"AD1_2008__Billeter 6 1",24.5492967029,58.503623471
"AD1_2008__Billeter 6 2",24.550833287,58.4794908755
"AD1_2008__Billeter 6 3",24.5574287798,58.487250488
"AD1_2008__Billeter 6 4",24.5599869815,58.4997398074
"AD1_2008__Billeter 6 5",24.5645199197,58.4963845583
"AD1_2008__Billeter 6 6",24.566783619,58.4927936372
"AD1_2008__Billeter 6 7",24.5711126672,58.5034439209
"AD1_2008__Billeter 6 8",24.5710084363,58.4806957773
"AD1_2008__Billeter 6 9",24.580869378,58.4964872101
"AD1_2008__Billeter 6 10",24.5815957295,58.476806113
"AD1_2008__Billeter 6 11",24.5844970586,58.5041135479
"AD1_2008__Billeter 6 12",24.5845561008,58.49215604
"AD1_2008__Billeter 6 13",24.6004294025,58.5107653233
"AD1_2008__Billeter 6 14",24.6028431471,58.4758496009
"AD1_2008__Billeter 6 15",24.6045830299,58.5018174343
"AD1_2008__Billeter 6 16",24.6066779165,58.4929527384
"AD1_2008__Billeter 6 17",24.980414559,58.5593310636
"AD1_2008__Billeter 6 18",24.9859953326,58.5666560207
"AD1_2008__Billeter 6 19",25.0004200182,58.5720377919
"AD1_2008__Billeter 6 20",25.0006654359,58.5667291342
"AD1_2008__Billeter 6 21",25.0002666011,58.5509551343
"AD1_2008__Billeter 6 22",25.0017586753,58.5787949574
"AD1_2008__Billeter 6 23",25.0045027475,58.5584140076
"AD1_2008__Billeter 6 24",25.0057928499,58.5724705049
"AD1_2008__Billeter 6 25",25.0136029886,58.5795592695
"AD1_2008__Billeter 6 26",25.0133394936,58.5491497566
"AD1_2008__Billeter 6 27",25.0268369145,58.5504470693
"AD1_2008__Billeter 6 28",25.0297159135,58.5653950944
"AD1_2008__Billeter 6 29",25.0319250565,58.578787487
"AD1_2008__Billeter 6 30",25.0386301326,58.5583532067
"AD1_2008__Billeter 6 31",25.0408114422,58.5751226435
"AD1_2008__Billeter 6 32",25.0465575942,58.5660300158
"AD1_2008__Billeter 6 33",25.6118045831,58.3414781913
"AD1_2008__Billeter 6 34",25.6115460303,58.3322552878
"AD1_2008__Billeter 6 35",25.6198097822,58.3237185588
"AD1_2008__Billeter 6 36",25.6261155521,58.349872156
"AD1_2008__Billeter 6 37",25.6312623158,58.3155331804
"AD1_2008__Billeter 6 38",25.6314863953,58.318453447
"AD1_2008__Billeter 6 39",25.6375408345,58.3520795074
"AD1_2008__Billeter 6 40",25.6384623919,58.3324587067
"AD1_2008__Billeter 6 41",25.6438172788,58.33061855
"AD1_2008__Billeter 6 42",25.6486455228,58.338664037
"AD1_2008__Billeter 6 43",25.6530652474,58.3329611619
"AD1_2008__Billeter 6 44",25.6571538877,58.3492262649
"AD1_2008__Billeter 6 45",25.6582894742,58.3190897196
"AD1_2008__Billeter 6 46",25.6638678695,58.3420212332
"AD1_2008__Billeter 6 47",25.6715824567,58.3360830337
"AD1_2008__Billeter 6 48",25.6737442795,58.3270635307
"AD1_2008__Billeter 6 49",26.2500475072,59.1721693164
"AD1_2008__Billeter 6 50",26.2496864536,59.142666467
"AD1_2008__Billeter 6 51",26.2524142975,59.1582092174
"AD1_2008__Billeter 6 52",26.2552310023,59.1505187186
"AD1_2008__Billeter 6 53",26.2654982463,59.1696040828
"AD1_2008__Billeter 6 54",26.2717362494,59.1539112842
"AD1_2008__Billeter 6 55",26.2786157034,59.1401408294
"AD1_2008__Billeter 6 56",26.2810019276,59.1630734934
"AD1_2008__Billeter 6 57",26.281048167,59.1412088457
"AD1_2008__Billeter 6 58",26.2892931568,59.1482479285
"AD1_2008__Billeter 6 59",26.2959152446,59.162276999
"AD1_2008__Billeter 6 60",26.2973625114,59.1676453336
"AD1_2008__Billeter 6 61",26.3050538219,59.1473527489
"AD1_2008__Billeter 6 62",26.3079762828,59.1460145083
"AD1_2008__Billeter 6 63",26.3094084034,59.1621849277
"AD1_2008__Billeter 6 64",26.311064366,59.1671361669
"AD1_2008__Billeter 7 1",-2.55067899279,48.51489559
"AD1_2008__Billeter 7 2",-2.54990413828,48.52751173
"AD1_2008__Billeter 7 3",-2.54927518837,48.53674922
"AD1_2008__Billeter 7 4",-2.54754808253,48.52467278
"AD1_2008__Billeter 7 5",-2.53425573524,48.52361726
"AD1_2008__Billeter 7 6",-2.53262329223,48.51276132
"AD1_2008__Billeter 7 7",-2.53273609827,48.52979499
"AD1_2008__Billeter 7 8",-2.52940035235,48.53550519
"AD1_2008__Billeter 7 9",-2.5231315123,48.52437918
"AD1_2008__Billeter 7 10",-2.51861501406,48.54393909
"AD1_2008__Billeter 7 11",-2.51396241671,48.51276676
"AD1_2008__Billeter 7 12",-2.51506746523,48.53446671
"AD1_2008__Billeter 7 13",-2.5140203004,48.54030253
"AD1_2008__Billeter 7 14",-2.50679023962,48.52809865
"AD1_2008__Billeter 7 15",-2.50173998648,48.52164282
"AD1_2008__Billeter 7 16",-2.49860033454,48.51757519
"AD1_2008__Billeter 7 17",-1.63992344326,48.45551876
"AD1_2008__Billeter 7 18",-1.63820796837,48.4685574
"AD1_2008__Billeter 7 19",-1.63732289918,48.48343022
"AD1_2008__Billeter 7 20",-1.6330269014,48.47533714
"AD1_2008__Billeter 7 21",-1.62822000144,48.45762079
"AD1_2008__Billeter 7 22",-1.62466338675,48.47104389
"AD1_2008__Billeter 7 23",-1.62480080495,48.48282504
"AD1_2008__Billeter 7 24",-1.62280860394,48.4626476
"AD1_2008__Billeter 7 25",-1.61391957622,48.46253083
"AD1_2008__Billeter 7 26",-1.61423176657,48.47423438
"AD1_2008__Billeter 7 27",-1.61228144482,48.4881549
"AD1_2008__Billeter 7 28",-1.60733475733,48.45341519
"AD1_2008__Billeter 7 29",-1.59799589492,48.45914077
"AD1_2008__Billeter 7 30",-1.59823268746,48.48172922
"AD1_2008__Billeter 7 31",-1.59107453031,48.46980795
"AD1_2008__Billeter 7 32",-1.5903651742,48.4721532
"AD1_2008__Billeter 7 33",-1.6106632369,48.54059296
"AD1_2008__Billeter 7 34",-1.60830690511,48.52280018
"AD1_2008__Billeter 7 35",-1.60548580507,48.53968292
"AD1_2008__Billeter 7 36",-1.60603556424,48.55263662
"AD1_2008__Billeter 7 37",-1.59451369942,48.54232601
"AD1_2008__Billeter 7 38",-1.59279950569,48.55362518
"AD1_2008__Billeter 7 39",-1.5913563362,48.53506297
"AD1_2008__Billeter 7 40",-1.58852921303,48.53091877
"AD1_2008__Billeter 7 41",-1.58035862416,48.5298424
"AD1_2008__Billeter 7 42",-1.58085660996,48.53850461
"AD1_2008__Billeter 7 43",-1.58001567497,48.54731029
"AD1_2008__Billeter 7 44",-1.57939201432,48.55382532
"AD1_2008__Billeter 7 45",-1.57230699204,48.55515059
"AD1_2008__Billeter 7 46",-1.56373195588,48.5455149
"AD1_2008__Billeter 7 47",-1.56249299628,48.53723226
"AD1_2008__Billeter 7 48",-1.56009494616,48.52401542
"AD1_2008__Billeter 8 1",-2.55067899279,48.5148955914
"AD1_2008__Billeter 8 2",-2.54990413828,48.5275117288
"AD1_2008__Billeter 8 3",-2.54927518837,48.536749217
"AD1_2008__Billeter 8 4",-2.54754808253,48.5246727766
"AD1_2008__Billeter 8 5",-2.53425573524,48.5236172589
"AD1_2008__Billeter 8 6",-2.53262329223,48.5127613189
"AD1_2008__Billeter 8 7",-2.53273609827,48.529794993
"AD1_2008__Billeter 8 8",-2.52940035235,48.5355051853
"AD1_2008__Billeter 8 9",-2.5231315123,48.5243791836
"AD1_2008__Billeter 8 10",-2.51861501406,48.5439390937
"AD1_2008__Billeter 8 11",-2.51396241671,48.5127667642
"AD1_2008__Billeter 8 12",-2.51506746523,48.5344667074
"AD1_2008__Billeter 8 13",-2.5140203004,48.5403025263
"AD1_2008__Billeter 8 14",-2.50679023962,48.5280986456
"AD1_2008__Billeter 8 15",-2.50173998648,48.521642822
"AD1_2008__Billeter 8 16",-2.49860033454,48.5175751942
"AD1_2008__Billeter 8 17",-1.63992344326,48.4555187643
"AD1_2008__Billeter 8 18",-1.63820796837,48.4685573959
"AD1_2008__Billeter 8 19",-1.63732289918,48.4834302228
"AD1_2008__Billeter 8 20",-1.6330269014,48.475337137
"AD1_2008__Billeter 8 21",-1.62822000144,48.4576207906
"AD1_2008__Billeter 8 22",-1.62466338675,48.4710438946
"AD1_2008__Billeter 8 23",-1.62480080495,48.4828250446
"AD1_2008__Billeter 8 24",-1.62280860394,48.4626476009
"AD1_2008__Billeter 8 25",-1.61391957622,48.462530833
"AD1_2008__Billeter 8 26",-1.61423176657,48.4742343768
"AD1_2008__Billeter 8 27",-1.61228144482,48.4881549002
"AD1_2008__Billeter 8 28",-1.60733475733,48.4534151931
"AD1_2008__Billeter 8 29",-1.59799589492,48.4591407718
"AD1_2008__Billeter 8 30",-1.59823268746,48.4817292174
"AD1_2008__Billeter 8 31",-1.59107453031,48.4698079465
"AD1_2008__Billeter 8 32",-1.5903651742,48.4721532009
"AD1_2008__Billeter 8 33",-1.6106632369,48.5405929555
"AD1_2008__Billeter 8 34",-1.60830690511,48.5228001838
"AD1_2008__Billeter 8 35",-1.60548580507,48.5396829203
"AD1_2008__Billeter 8 36",-1.60603556424,48.552636618
"AD1_2008__Billeter 8 37",-1.59451369942,48.5423260095
"AD1_2008__Billeter 8 38",-1.59279950569,48.5536251754
"AD1_2008__Billeter 8 39",-1.5913563362,48.5350629743
"AD1_2008__Billeter 8 40",-1.58852921303,48.5309187705
"AD1_2008__Billeter 8 41",-1.58035862416,48.529842399
"AD1_2008__Billeter 8 42",-1.58085660996,48.5385046105
"AD1_2008__Billeter 8 43",-1.58001567497,48.5473102926
"AD1_2008__Billeter 8 44",-1.57939201432,48.553825321
"AD1_2008__Billeter 8 45",-1.57230699204,48.5551505886
"AD1_2008__Billeter 8 46",-1.56373195588,48.5455148982
"AD1_2008__Billeter 8 47",-1.56249299628,48.5372322642
"AD1_2008__Billeter 8 48",-1.56009494616,48.5240154204
"AD1_2008__Billeter 9 1",11.6814424734,51.6027083091
"AD1_2008__Billeter 9 2",11.6823861916,51.6155282599
"AD1_2008__Billeter 9 3",11.6861450869,51.627876138
"AD1_2008__Billeter 9 4",11.689146946,51.6183696002
"AD1_2008__Billeter 9 5",11.693837395,51.6058226014
"AD1_2008__Billeter 9 6",11.6960334079,51.6313758345
"AD1_2008__Billeter 9 7",11.702341504,51.6119615258
"AD1_2008__Billeter 9 8",11.7030866912,51.6194111639
"AD1_2008__Billeter 9 9",11.7159080871,51.6124771285
"AD1_2008__Billeter 9 10",11.7201382084,51.6045833544
"AD1_2008__Billeter 9 11",11.7227858493,51.6209871803
"AD1_2008__Billeter 9 12",11.7231824564,51.6270100571
"AD1_2008__Billeter 9 13",11.7266464114,51.6116317815
"AD1_2008__Billeter 9 14",11.7330527127,51.6321315882
"AD1_2008__Billeter 9 15",11.738295267,51.6260116107
"AD1_2008__Billeter 9 16",11.7453790854,51.6054071585
"AD1_2008__Billeter 9 17",11.4082611917,51.6381071909
"AD1_2008__Billeter 9 18",11.4134247949,51.6202096844
"AD1_2008__Billeter 9 19",11.4151769959,51.6269078236
"AD1_2008__Billeter 9 20",11.4164084032,51.6440262373
"AD1_2008__Billeter 9 21",11.4241533917,51.6461938998
"AD1_2008__Billeter 9 22",11.4268692123,51.6207005719
"AD1_2008__Billeter 9 23",11.4278466831,51.626280687
"AD1_2008__Billeter 9 24",11.4323192756,51.630890455
"AD1_2008__Billeter 9 25",11.4373013865,51.6444355423
"AD1_2008__Billeter 9 26",11.4404233714,51.6252098169
"AD1_2008__Billeter 9 27",11.4406683004,51.6177779801
"AD1_2008__Billeter 9 28",11.4452203226,51.633487269
"AD1_2008__Billeter 9 29",11.4579880779,51.6220324092
"AD1_2008__Billeter 9 30",11.4588699695,51.6337558564
"AD1_2008__Billeter 9 31",11.4609080557,51.6412450156
"AD1_2008__Billeter 9 32",11.4650204953,51.623197865
"AD1_2008__Billeter 9 33",11.7026022548,51.3684423136
"AD1_2008__Billeter 9 34",11.7031904522,51.3924154581
"AD1_2008__Billeter 9 35",11.7050297693,51.3632528782
"AD1_2008__Billeter 9 36",11.7066579531,51.3798193592
"AD1_2008__Billeter 9 37",11.7143967701,51.3899800102
"AD1_2008__Billeter 9 38",11.719302956,51.3666097451
"AD1_2008__Billeter 9 39",11.7206399003,51.3824882431
"AD1_2008__Billeter 9 40",11.7234985878,51.3720614805
"AD1_2008__Billeter 9 41",11.7308500742,51.3796287765
"AD1_2008__Billeter 9 42",11.7308649144,51.3878362185
"AD1_2008__Billeter 9 43",11.7309983559,51.3682893868
"AD1_2008__Billeter 9 44",11.7384928941,51.3758708447
"AD1_2008__Billeter 9 45",11.7452169362,51.363697054
"AD1_2008__Billeter 9 46",11.7474781302,51.3903402515
"AD1_2008__Billeter 9 47",11.7495550374,51.3802022761
"AD1_2008__Billeter 9 48",11.7530319402,51.3753256745
"AD1_2008__Billeter 9 49",11.4100103373,52.09523065
"AD1_2008__Billeter 9 50",11.4148618009,52.0759608343
"AD1_2008__Billeter 9 51",11.4160697508,52.0679413056
"AD1_2008__Billeter 9 52",11.4176719196,52.0850609702
"AD1_2008__Billeter 9 53",11.4194362016,52.0890775466
"AD1_2008__Billeter 9 54",11.4272135951,52.0675072772
"AD1_2008__Billeter 9 55",11.4311782521,52.0785726721
"AD1_2008__Billeter 9 56",11.4322526148,52.0953298329
"AD1_2008__Billeter 9 57",11.4380586724,52.0976879007
"AD1_2008__Billeter 9 58",11.4424030015,52.0832180462
"AD1_2008__Billeter 9 59",11.4432409114,52.0678779151
"AD1_2008__Billeter 9 60",11.4481426987,52.0724748386
"AD1_2008__Billeter 9 61",11.4530237942,52.076959861
"AD1_2008__Billeter 9 62",11.4562246892,52.097828984
"AD1_2008__Billeter 9 63",11.4569424601,52.0817309021
"AD1_2008__Billeter 9 64",11.4648474554,52.0644621522
"AD1_2008__Billeter 10 1",11.6814424734,51.6027083091
"AD1_2008__Billeter 10 2",11.6823861916,51.6155282599
"AD1_2008__Billeter 10 3",11.6861450869,51.627876138
"AD1_2008__Billeter 10 4",11.689146946,51.6183696002
"AD1_2008__Billeter 10 5",11.693837395,51.6058226014
"AD1_2008__Billeter 10 6",11.6960334079,51.6313758345
"AD1_2008__Billeter 10 7",11.702341504,51.6119615258
"AD1_2008__Billeter 10 8",11.7030866912,51.6194111639
"AD1_2008__Billeter 10 9",11.7159080871,51.6124771285
"AD1_2008__Billeter 10 10",11.7201382084,51.6045833544
"AD1_2008__Billeter 10 11",11.7227858493,51.6209871803
"AD1_2008__Billeter 10 12",11.7231824564,51.6270100571
"AD1_2008__Billeter 10 13",11.7266464114,51.6116317815
"AD1_2008__Billeter 10 14",11.7330527127,51.6321315882
"AD1_2008__Billeter 10 15",11.738295267,51.6260116107
"AD1_2008__Billeter 10 16",11.7453790854,51.6054071585
"AD1_2008__Billeter 10 17",11.4082611917,51.6381071909
"AD1_2008__Billeter 10 18",11.4134247949,51.6202096844
"AD1_2008__Billeter 10 19",11.4151769959,51.6269078236
"AD1_2008__Billeter 10 20",11.4164084032,51.6440262373
"AD1_2008__Billeter 10 21",11.4241533917,51.6461938998
"AD1_2008__Billeter 10 22",11.4268692123,51.6207005719
"AD1_2008__Billeter 10 23",11.4278466831,51.626280687
"AD1_2008__Billeter 10 24",11.4323192756,51.630890455
"AD1_2008__Billeter 10 25",11.4373013865,51.6444355423
"AD1_2008__Billeter 10 26",11.4404233714,51.6252098169
"AD1_2008__Billeter 10 27",11.4406683004,51.6177779801
"AD1_2008__Billeter 10 28",11.4452203226,51.633487269
"AD1_2008__Billeter 10 29",11.4579880779,51.6220324092
"AD1_2008__Billeter 10 30",11.4588699695,51.6337558564
"AD1_2008__Billeter 10 31",11.4609080557,51.6412450156
"AD1_2008__Billeter 10 32",11.4650204953,51.623197865
"AD1_2008__Billeter 10 33",11.7026022548,51.3684423136
"AD1_2008__Billeter 10 34",11.7031904522,51.3924154581
