"SSS","Longitude","Latitude"
"AD1_2008__Billeter 10 35",11.7050297693,51.3632528782
"AD1_2008__Billeter 10 36",11.7066579531,51.3798193592
"AD1_2008__Billeter 10 37",11.7143967701,51.3899800102
"AD1_2008__Billeter 10 38",11.719302956,51.3666097451
"AD1_2008__Billeter 10 39",11.7206399003,51.3824882431
"AD1_2008__Billeter 10 40",11.7234985878,51.3720614805
"AD1_2008__Billeter 10 41",11.7308500742,51.3796287765
"AD1_2008__Billeter 10 42",11.7308649144,51.3878362185
"AD1_2008__Billeter 10 43",11.7309983559,51.3682893868
"AD1_2008__Billeter 10 44",11.7384928941,51.3758708447
"AD1_2008__Billeter 10 45",11.7452169362,51.363697054
"AD1_2008__Billeter 10 46",11.7474781302,51.3903402515
"AD1_2008__Billeter 10 47",11.7495550374,51.3802022761
"AD1_2008__Billeter 10 48",11.7530319402,51.3753256745
"AD1_2008__Billeter 10 49",11.4100103373,52.09523065
"AD1_2008__Billeter 10 50",11.4148618009,52.0759608343
"AD1_2008__Billeter 10 51",11.4160697508,52.0679413056
"AD1_2008__Billeter 10 52",11.4176719196,52.0850609702
"AD1_2008__Billeter 10 53",11.4194362016,52.0890775466
"AD1_2008__Billeter 10 54",11.4272135951,52.0675072772
"AD1_2008__Billeter 10 55",11.4311782521,52.0785726721
"AD1_2008__Billeter 10 56",11.4322526148,52.0953298329
"AD1_2008__Billeter 10 57",11.4380586724,52.0976879007
"AD1_2008__Billeter 10 58",11.4424030015,52.0832180462
"AD1_2008__Billeter 10 59",11.4432409114,52.0678779151
"AD1_2008__Billeter 10 60",11.4481426987,52.0724748386
"AD1_2008__Billeter 10 61",11.4530237942,52.076959861
"AD1_2008__Billeter 10 62",11.4562246892,52.097828984
"AD1_2008__Billeter 10 63",11.4569424601,52.0817309021
"AD1_2008__Billeter 10 64",11.4648474554,52.0644621522
"AD1_2008__Billeter 11 1",6.31307044689,52.5748434219
"AD1_2008__Billeter 11 2",6.31477674227,52.5812652554
"AD1_2008__Billeter 11 3",6.31650761613,52.5590971374
"AD1_2008__Billeter 11 4",6.32345257233,52.5659990278
"AD1_2008__Billeter 11 5",6.32548188758,52.5591298942
"AD1_2008__Billeter 11 6",6.33577988277,52.5737339291
"AD1_2008__Billeter 11 7",6.33843350202,52.5839047128
"AD1_2008__Billeter 11 8",6.33825294633,52.5669958494
"AD1_2008__Billeter 11 9",6.34011616759,52.5644868218
"AD1_2008__Billeter 11 10",6.34314985737,52.5584945912
"AD1_2008__Billeter 11 11",6.35293023899,52.5795095622
"AD1_2008__Billeter 11 12",6.35301086378,52.5727546572
"AD1_2008__Billeter 11 13",6.35941586615,52.579901525
"AD1_2008__Billeter 11 14",6.35910833419,52.5606074304
"AD1_2008__Billeter 11 15",6.3599355648,52.5549878129
"AD1_2008__Billeter 11 16",6.36231910641,52.5704181602
"AD1_2008__Billeter 11 17",6.64203528218,52.2380602303
"AD1_2008__Billeter 11 18",6.64893879505,52.2148227128
"AD1_2008__Billeter 11 19",6.65108906587,52.2202064407
"AD1_2008__Billeter 11 20",6.65147277529,52.2277933206
"AD1_2008__Billeter 11 21",6.65623511056,52.219238876
"AD1_2008__Billeter 11 22",6.65983163034,52.2337035007
"AD1_2008__Billeter 11 23",6.6611539783,52.231567899
"AD1_2008__Billeter 11 24",6.66160575843,52.2130866372
"AD1_2008__Billeter 11 25",6.67017213251,52.2122792317
"AD1_2008__Billeter 11 26",6.67555775274,52.2411374436
"AD1_2008__Billeter 11 27",6.67606032367,52.2225926377
"AD1_2008__Billeter 11 28",6.68134628469,52.2307280829
"AD1_2008__Billeter 11 29",6.68452478595,52.2172279975
"AD1_2008__Billeter 11 30",6.68626408843,52.2337077906
"AD1_2008__Billeter 11 31",6.68745802544,52.2294744168
"AD1_2008__Billeter 11 32",6.68959279455,52.2146283589
"AD1_2008__Billeter 11 33",5.47013202167,52.1079794668
"AD1_2008__Billeter 11 34",5.47234056675,52.1179230656
"AD1_2008__Billeter 11 35",5.47407475363,52.1050105919
"AD1_2008__Billeter 11 36",5.47555282307,52.0922195955
"AD1_2008__Billeter 11 37",5.48438563241,52.1010702881
"AD1_2008__Billeter 11 38",5.48860681864,52.1153575944
"AD1_2008__Billeter 11 39",5.49142701335,52.0883013194
"AD1_2008__Billeter 11 40",5.49447712158,52.1128627257
"AD1_2008__Billeter 11 41",5.49857973457,52.0896204954
"AD1_2008__Billeter 11 42",5.49929977856,52.1236033308
"AD1_2008__Billeter 11 43",5.50529911118,52.1007186036
"AD1_2008__Billeter 11 44",5.51025365996,52.1058816152
"AD1_2008__Billeter 11 45",5.51231451108,52.0912425094
"AD1_2008__Billeter 11 46",5.51519237184,52.1025777614
"AD1_2008__Billeter 11 47",5.52025341135,52.1111826288
"AD1_2008__Billeter 11 48",5.52477134634,52.1182239996
"AD1_2008__Billeter 11 49",6.79573256391,52.3832178037
"AD1_2008__Billeter 11 50",6.79766474525,52.3527679497
"AD1_2008__Billeter 11 51",6.79839145375,52.361536796
"AD1_2008__Billeter 11 52",6.79918374017,52.3714329276
"AD1_2008__Billeter 11 53",6.80875093574,52.360424019
"AD1_2008__Billeter 11 54",6.81177352936,52.3733898965
"AD1_2008__Billeter 11 55",6.81475089212,52.3780551301
"AD1_2008__Billeter 11 56",6.81514846375,52.352324495
"AD1_2008__Billeter 11 57",6.82174932297,52.3830356645
"AD1_2008__Billeter 11 58",6.82229270488,52.3687414497
"AD1_2008__Billeter 11 59",6.82762913162,52.3607844567
"AD1_2008__Billeter 11 60",6.83078194051,52.3529976814
"AD1_2008__Billeter 11 61",6.83553196928,52.3564048116
"AD1_2008__Billeter 11 62",6.83851558613,52.3648087418
"AD1_2008__Billeter 11 63",6.84155511959,52.3744343811
"AD1_2008__Billeter 11 64",6.84858690534,52.3772331599
"AD1_2008__Billeter 12 1",6.31307044689,52.5748434219
"AD1_2008__Billeter 12 2",6.31477674227,52.5812652554
"AD1_2008__Billeter 12 3",6.31650761613,52.5590971374
"AD1_2008__Billeter 12 4",6.32345257233,52.5659990278
"AD1_2008__Billeter 12 5",6.32548188758,52.5591298942
"AD1_2008__Billeter 12 6",6.33577988277,52.5737339291
"AD1_2008__Billeter 12 7",6.33843350202,52.5839047128
"AD1_2008__Billeter 12 8",6.33825294633,52.5669958494
"AD1_2008__Billeter 12 9",6.34011616759,52.5644868218
"AD1_2008__Billeter 12 10",6.34314985737,52.5584945912
"AD1_2008__Billeter 12 11",6.35293023899,52.5795095622
"AD1_2008__Billeter 12 12",6.35301086378,52.5727546572
"AD1_2008__Billeter 12 13",6.35941586615,52.579901525
"AD1_2008__Billeter 12 14",6.35910833419,52.5606074304
"AD1_2008__Billeter 12 15",6.3599355648,52.5549878129
"AD1_2008__Billeter 12 16",6.36231910641,52.5704181602
"AD1_2008__Billeter 12 17",6.64203528218,52.2380602303
"AD1_2008__Billeter 12 18",6.64893879505,52.2148227128
"AD1_2008__Billeter 12 19",6.65108906587,52.2202064407
"AD1_2008__Billeter 12 20",6.65147277529,52.2277933206
"AD1_2008__Billeter 12 21",6.65623511056,52.219238876
"AD1_2008__Billeter 12 22",6.65983163034,52.2337035007
"AD1_2008__Billeter 12 23",6.6611539783,52.231567899
"AD1_2008__Billeter 12 24",6.66160575843,52.2130866372
"AD1_2008__Billeter 12 25",6.67017213251,52.2122792317
"AD1_2008__Billeter 12 26",6.67555775274,52.2411374436
"AD1_2008__Billeter 12 27",6.67606032367,52.2225926377
"AD1_2008__Billeter 12 28",6.68134628469,52.2307280829
"AD1_2008__Billeter 12 29",6.68452478595,52.2172279975
"AD1_2008__Billeter 12 30",6.68626408843,52.2337077906
"AD1_2008__Billeter 12 31",6.68745802544,52.2294744168
"AD1_2008__Billeter 12 32",6.68959279455,52.2146283589
"AD1_2008__Billeter 12 33",5.47013202167,52.1079794668
"AD1_2008__Billeter 12 34",5.47234056675,52.1179230656
"AD1_2008__Billeter 12 35",5.47407475363,52.1050105919
"AD1_2008__Billeter 12 36",5.47555282307,52.0922195955
"AD1_2008__Billeter 12 37",5.48438563241,52.1010702881
"AD1_2008__Billeter 12 38",5.48860681864,52.1153575944
"AD1_2008__Billeter 12 39",5.49142701335,52.0883013194
"AD1_2008__Billeter 12 40",5.49447712158,52.1128627257
"AD1_2008__Billeter 12 41",5.49857973457,52.0896204954
"AD1_2008__Billeter 12 42",5.49929977856,52.1236033308
"AD1_2008__Billeter 12 43",5.50529911118,52.1007186036
"AD1_2008__Billeter 12 44",5.51025365996,52.1058816152
"AD1_2008__Billeter 12 45",5.51231451108,52.0912425094
"AD1_2008__Billeter 12 46",5.51519237184,52.1025777614
"AD1_2008__Billeter 12 47",5.52025341135,52.1111826288
"AD1_2008__Billeter 12 48",5.52477134634,52.1182239996
"AD1_2008__Billeter 12 49",6.79573256391,52.3832178037
"AD1_2008__Billeter 12 50",6.79766474525,52.3527679497
"AD1_2008__Billeter 12 51",6.79839145375,52.361536796
"AD1_2008__Billeter 12 52",6.79918374017,52.3714329276
"AD1_2008__Billeter 12 53",6.80875093574,52.360424019
"AD1_2008__Billeter 12 54",6.81177352936,52.3733898965
"AD1_2008__Billeter 12 55",6.81475089212,52.3780551301
"AD1_2008__Billeter 12 56",6.81514846375,52.352324495
"AD1_2008__Billeter 12 57",6.82174932297,52.3830356645
"AD1_2008__Billeter 12 58",6.82229270488,52.3687414497
"AD1_2008__Billeter 12 59",6.82762913162,52.3607844567
"AD1_2008__Billeter 12 60",6.83078194051,52.3529976814
"AD1_2008__Billeter 12 61",6.83553196928,52.3564048116
"AD1_2008__Billeter 12 62",6.83851558613,52.3648087418
"AD1_2008__Billeter 12 63",6.84155511959,52.3744343811
"AD1_2008__Billeter 12 64",6.84858690534,52.3772331599
"AD1_2008__Billeter 13 1",8.44411886075,47.6738159167
"AD1_2008__Billeter 13 2",8.44599181631,47.664221392
"AD1_2008__Billeter 13 3",8.45429886493,47.677366342
"AD1_2008__Billeter 13 4",8.45855000291,47.6685584601
"AD1_2008__Billeter 13 5",8.46033527982,47.6896699262
"AD1_2008__Billeter 13 6",8.46116108886,47.6593812349
"AD1_2008__Billeter 13 7",8.46779702594,47.6928342768
"AD1_2008__Billeter 13 8",8.4801308004,47.6946032145
"AD1_2008__Billeter 13 9",8.4913465995,47.6997686074
"AD1_2008__Billeter 13 10",8.49666205941,47.6943436489
"AD1_2008__Billeter 13 11",8.51234246168,47.6956208469
"AD1_2008__Billeter 13 12",8.51370988614,47.6991919089
"AD1_2008__Billeter 13 13",8.52738811757,47.6959880791
"AD1_2008__Billeter 13 14",8.52772095475,47.6985033202
"AD1_2008__Billeter 13 15",8.53930030548,47.6951562902
"AD1_2008__Billeter 13 16",8.54813290341,47.6914696412
"AD1_2008__Billeter 13 17",8.7686410538,47.609845993
"AD1_2008__Billeter 13 18",8.77430596393,47.6113729783
"AD1_2008__Billeter 13 19",8.78036609886,47.6148380129
"AD1_2008__Billeter 13 20",8.78460072427,47.6055781628
"AD1_2008__Billeter 13 21",8.79247508313,47.604038308
"AD1_2008__Billeter 13 22",8.79706776896,47.6047221793
"AD1_2008__Billeter 13 23",8.80133584062,47.5979438632
"AD1_2008__Billeter 13 24",8.80179587302,47.6034253872
"AD1_2008__Billeter 13 25",8.82077719583,47.5989280518
"AD1_2008__Billeter 13 26",8.82807826982,47.5908082112
"AD1_2008__Billeter 13 27",8.83122303532,47.6011957323
"AD1_2008__Billeter 13 28",8.83859833401,47.5893863478
"AD1_2008__Billeter 13 29",8.85068106192,47.597740155
"AD1_2008__Billeter 13 30",8.8554070644,47.5874730533
"AD1_2008__Billeter 13 31",8.85980819532,47.5993916698
"AD1_2008__Billeter 13 32",8.86090407106,47.5896725074
"AD1_2008__Billeter 13 33",8.36170304684,47.3011659837
"AD1_2008__Billeter 13 34",8.37138592974,47.2934934607
"AD1_2008__Billeter 13 35",8.37232178125,47.3104075372
"AD1_2008__Billeter 13 36",8.37402609224,47.2838292453
"AD1_2008__Billeter 13 37",8.37529159714,47.3222713853
"AD1_2008__Billeter 13 38",8.37810963225,47.2774553206
"AD1_2008__Billeter 13 39",8.37869248052,47.2502075828
"AD1_2008__Billeter 13 40",8.38264328752,47.2628091226
"AD1_2008__Billeter 13 41",8.38909010395,47.256263342
"AD1_2008__Billeter 13 42",8.38897436788,47.2366185688
"AD1_2008__Billeter 13 43",8.39016042595,47.2716939644
"AD1_2008__Billeter 13 44",8.39067566718,47.2790945814
"AD1_2008__Billeter 13 45",8.39255879916,47.2476360773
"AD1_2008__Billeter 13 46",8.39317249812,47.2620918093
"AD1_2008__Billeter 13 47",8.40752201415,47.2273229392
"AD1_2008__Billeter 13 48",8.41149908278,47.2117849485
"AD1_2008__Billeter 13 49",8.37114012913,47.2755627502
"AD1_2008__Billeter 13 50",8.38846088848,47.27559935
"AD1_2008__Billeter 13 51",8.37392241147,47.2654926938
"AD1_2008__Billeter 13 52",8.37813396774,47.2716537301
"AD1_2008__Billeter 13 53",8.38028748493,47.2736118833
"AD1_2008__Billeter 13 54",8.38291865793,47.2722748372
"AD1_2008__Billeter 13 55",8.38745017937,47.2734437722
"AD1_2008__Billeter 13 56",8.3788934183,47.2690685382
"AD1_2008__Billeter 13 57",8.38525988086,47.2706318648
"AD1_2008__Billeter 13 58",8.38907542598,47.2732178068
"AD1_2008__Billeter 13 59",8.39302273012,47.2718250138
"AD1_2008__Billeter 13 60",8.37941046616,47.2665937742
"AD1_2008__Billeter 13 61",8.38379371955,47.2677693971
"AD1_2008__Billeter 13 62",8.38571072949,47.2691829668
"AD1_2008__Billeter 13 63",8.38918109046,47.2691788335
"AD1_2008__Billeter 13 64",8.37787917842,47.2653069519
"AD1_2008__Billeter 13 65",8.3900153471,47.2661054668
"AD1_2008__Billeter 13 66",8.39403064491,47.2696424484
"AD1_2008__Billeter 13 67",8.38223100785,47.2788851734
"AD1_2008__Billeter 13 68",8.3716782779,47.271778671
"AD1_2008__Billeter 13 69",8.37529721489,47.2738582715
"AD1_2008__Billeter 13 70",8.37807485975,47.2747182353
"AD1_2008__Billeter 13 71",8.38092513889,47.2762580586
"AD1_2008__Billeter 13 72",8.38570118056,47.275835928
"AD1_2008__Billeter 13 73",8.37851388207,47.2775943241
"AD1_2008__Billeter 13 74",8.38268092352,47.2736822546
"AD1_2008__Billeter 13 75",8.3839920514,47.2733900882
"AD1_2008__Billeter 13 76",8.38369850189,47.2741673452
"AD1_2008__Billeter 13 77",8.37998819975,47.269766895
"AD1_2008__Billeter 13 78",8.38250866459,47.2701949674
"AD1_2008__Billeter 13 79",8.38362631178,47.2703858546
"AD1_2008__Billeter 13 80",8.389075801,47.2792700007
"AD1_2008__Billeter 14 1",8.44411886075,47.6738159167
"AD1_2008__Billeter 14 2",8.44599181631,47.664221392
"AD1_2008__Billeter 14 3",8.45429886493,47.677366342
"AD1_2008__Billeter 14 4",8.45855000291,47.6685584601
"AD1_2008__Billeter 14 5",8.46033527982,47.6896699262
"AD1_2008__Billeter 14 6",8.46116108886,47.6593812349
"AD1_2008__Billeter 14 7",8.46779702594,47.6928342768
"AD1_2008__Billeter 14 8",8.4801308004,47.6946032145
"AD1_2008__Billeter 14 9",8.4913465995,47.6997686074
"AD1_2008__Billeter 14 10",8.49666205941,47.6943436489
"AD1_2008__Billeter 14 11",8.51234246168,47.6956208469
"AD1_2008__Billeter 14 12",8.51370988614,47.6991919089
"AD1_2008__Billeter 14 13",8.52738811757,47.6959880791
"AD1_2008__Billeter 14 14",8.52772095475,47.6985033202
"AD1_2008__Billeter 14 15",8.53930030548,47.6951562902
"AD1_2008__Billeter 14 16",8.54813290341,47.6914696412
"AD1_2008__Billeter 14 17",8.7686410538,47.609845993
"AD1_2008__Billeter 14 18",8.77430596393,47.6113729783
"AD1_2008__Billeter 14 19",8.78036609886,47.6148380129
"AD1_2008__Billeter 14 20",8.78460072427,47.6055781628
"AD1_2008__Billeter 14 21",8.79247508313,47.604038308
"AD1_2008__Billeter 14 22",8.79706776896,47.6047221793
"AD1_2008__Billeter 14 23",8.80133584062,47.5979438632
"AD1_2008__Billeter 14 24",8.80179587302,47.6034253872
"AD1_2008__Billeter 14 25",8.82077719583,47.5989280518
"AD1_2008__Billeter 14 26",8.82807826982,47.5908082112
"AD1_2008__Billeter 14 27",8.83122303532,47.6011957323
"AD1_2008__Billeter 14 28",8.83859833401,47.5893863478
"AD1_2008__Billeter 14 29",8.85068106192,47.597740155
"AD1_2008__Billeter 14 30",8.8554070644,47.5874730533
"AD1_2008__Billeter 14 31",8.85980819532,47.5993916698
"AD1_2008__Billeter 14 32",8.86090407106,47.5896725074
"AD1_2008__Billeter 14 33",8.36170304684,47.3011659837
"AD1_2008__Billeter 14 34",8.37138592974,47.2934934607
"AD1_2008__Billeter 14 35",8.37232178125,47.3104075372
"AD1_2008__Billeter 14 36",8.37402609224,47.2838292453
"AD1_2008__Billeter 14 37",8.37529159714,47.3222713853
"AD1_2008__Billeter 14 38",8.37810963225,47.2774553206
"AD1_2008__Billeter 14 39",8.37869248052,47.2502075828
"AD1_2008__Billeter 14 40",8.38264328752,47.2628091226
"AD1_2008__Billeter 14 41",8.38909010395,47.256263342
"AD1_2008__Billeter 14 42",8.38897436788,47.2366185688
"AD1_2008__Billeter 14 43",8.39016042595,47.2716939644
"AD1_2008__Billeter 14 44",8.39067566718,47.2790945814
"AD1_2008__Billeter 14 45",8.39255879916,47.2476360773
"AD1_2008__Billeter 14 46",8.39317249812,47.2620918093
"AD1_2008__Billeter 14 47",8.40752201415,47.2273229392
"AD1_2008__Billeter 14 48",8.41149908278,47.2117849485
"AD1_2008__Billeter 14 49",8.51158526451,47.7047134793
"AD1_2008__Billeter 14 50",8.52048474656,47.6978416908
"AD1_2008__Billeter 14 51",8.52365087245,47.6972227756
"AD1_2008__Billeter 14 52",8.52502262285,47.6976801091
"AD1_2008__Billeter 14 53",8.52273162847,47.6967854089
"AD1_2008__Billeter 14 54",8.52205420479,47.6965935986
"AD1_2008__Billeter 14 55",8.52145760735,47.696482622
"AD1_2008__Billeter 14 56",8.51773584832,47.6969510594
"AD1_2008__Billeter 14 57",8.51862027787,47.6952811365
"AD1_2008__Billeter 14 58",8.51943585272,47.6956886542
"AD1_2008__Billeter 14 59",8.52116029674,47.6960828427
"AD1_2008__Billeter 14 60",8.51606947817,47.7007470773
"AD1_2008__Billeter 14 61",8.52289301289,47.6957169519
"AD1_2008__Billeter 14 62",8.52613013756,47.6944465724
"AD1_2008__Billeter 14 63",8.5227259755,47.6945348065
"AD1_2008__Billeter 14 64",8.52190913415,47.694225518
"AD1_2008__Billeter 14 65",8.52001544155,47.6944496904
"AD1_2008__Billeter 14 66",8.51760835299,47.6949985139
"AD1_2008__Billeter 14 67",8.51557110704,47.6946452505
"AD1_2008__Billeter 14 68",8.51140380663,47.6944627711
"AD1_2008__Billeter 14 69",8.51591714636,47.6936143613
"AD1_2008__Billeter 14 70",8.518970072,47.6920688362
"AD1_2008__Billeter 14 71",8.51778464869,47.7046957673
"AD1_2008__Billeter 14 72",8.52138570166,47.6928088137
"AD1_2008__Billeter 14 73",8.5271169152,47.6929691137
"AD1_2008__Billeter 14 74",8.52954799201,47.6956745838
"AD1_2008__Billeter 14 75",8.5115798436,47.6892435566
"AD1_2008__Billeter 14 76",8.51719148679,47.6905908791
"AD1_2008__Billeter 14 77",8.52259718904,47.6904567266
"AD1_2008__Billeter 14 78",8.5300199746,47.6905605882
"AD1_2008__Billeter 14 79",8.52784758497,47.6986308986
"AD1_2008__Billeter 14 80",8.51617492351,47.69695921
"AD1_2008__Billeter 14 81",8.5209405553,47.6975234783
"AD1_2008__Billeter 14 82",8.52305682034,47.7028217242
"AD1_2008__Billeter 14 83",8.52502846507,47.6988417575
"AD1_2008__Billeter 14 84",8.53192747315,47.7045869026
"AD1_2008__Billeter 14 85",8.51175220865,47.6989020812
"AD1_2008__Billeter 14 86",8.51875196295,47.7005799291
"AD1_2008__Billeter 14 87",8.52278277727,47.7002759946
"AD1_2008__Billeter 14 88",8.51768016539,47.6986377475
"AD1_2008__Billeter 14 89",8.37114012913,47.2755627502
"AD1_2008__Billeter 14 90",8.38846088848,47.27559935
"AD1_2008__Billeter 14 91",8.37813396774,47.2716537301
"AD1_2008__Billeter 14 92",8.38028748493,47.2736118833
"AD1_2008__Billeter 14 93",8.38291865793,47.2722748372
"AD1_2008__Billeter 14 94",8.38745017937,47.2734437722
"AD1_2008__Billeter 14 95",8.3788934183,47.2690685382
"AD1_2008__Billeter 14 96",8.38525988086,47.2706318648
"AD1_2008__Billeter 14 97",8.38907542598,47.2732178068
"AD1_2008__Billeter 14 98",8.37851388207,47.2775943241
"AD1_2008__Billeter 14 99",8.39302273012,47.2718250138
"AD1_2008__Billeter 14 100",8.37941046616,47.2665937742
"AD1_2008__Billeter 14 101",8.38379371955,47.2677693971
"AD1_2008__Billeter 14 102",8.38571072949,47.2691829668
"AD1_2008__Billeter 14 103",8.38918109046,47.2691788335
"AD1_2008__Billeter 14 104",8.37787917842,47.2653069519
"AD1_2008__Billeter 14 105",8.3900153471,47.2661054668
"AD1_2008__Billeter 14 106",8.39403064491,47.2696424484
"AD1_2008__Billeter 14 107",8.38268092352,47.2736822546
"AD1_2008__Billeter 14 108",8.38223100785,47.2788851734
"AD1_2008__Billeter 14 109",8.3839920514,47.2733900882
"AD1_2008__Billeter 14 110",8.38369850189,47.2741673452
"AD1_2008__Billeter 14 111",8.37998819975,47.269766895
"AD1_2008__Billeter 14 112",8.38250866459,47.2701949674
"AD1_2008__Billeter 14 113",8.38362631178,47.2703858546
"AD1_2008__Billeter 14 114",8.389075801,47.2792700007
"AD1_2008__Billeter 14 115",8.3716782779,47.271778671
"AD1_2008__Billeter 14 116",8.37529721489,47.2738582715
"AD1_2008__Billeter 14 117",8.37807485975,47.2747182353
"AD1_2008__Billeter 14 118",8.38092513889,47.2762580586
"AD1_2008__Billeter 14 119",8.38570118056,47.275835928
"AD1_2008__Billeter 14 120",8.50885203486,47.6878388667
"AD1_2008__Billeter 14 121",8.37392241147,47.2654926938
"AD1_2008__Kohler 1 1",5.166121,51.490413
"AD1_2008__Kohler 1 2",5.975482,51.556515
"AD1_2008__Kohler 1 3",6.002059,51.99091
"AD1_2008__Kohler 1 4",5.213755,51.555481
"AD1_2008__Kohler 2 1",5.63077,52.15116
"AD1_2008__Kohler 2 2",5.572557,52.10004
"AD1_2008__Kohler 2 3",5.50733,52.067119
"AD1_2008__Kohler 2 4",5.528734,52.15612
"AD1_2008__Kohler 2 5",5.572835,52.179037
"AD1_2008__Kohler 3 1",5.63077,52.15116
"AD1_2008__Kohler 3 2",5.572557,52.10004
"AD1_2008__Kohler 3 3",5.50733,52.067119
"AD1_2008__Kohler 3 4",5.528734,52.15612
"AD1_2008__Kohler 3 5",5.572835,52.179037
"AD1_2008__Kohler 4 1",5.63077,52.15116
"AD1_2008__Kohler 4 2",5.572557,52.10004
"AD1_2008__Kohler 4 3",5.50733,52.067119
"AD1_2008__Kohler 4 4",5.528734,52.15612
"AD1_2008__Kohler 4 5",5.572835,52.179037
"AD1_2009__Julier 1 1",-77.391225,39.528448
"AD1_2009__Julier 1 2",-77.05312,37.447433
"AD1_2009__Julier 1 3",-78.902918,37.740839
"AD1_2009__Julier 1 4",-78.852538,38.265935
"AD1_2009__Julier 1 5",-77.4,37.5
"AD1_2009__Julier 1 6",-78.20051,39.13113
"AD1_2009__Julier 1 7",-78.281726,39.133192
"AD1_2009__Julier 1 8",-78.881894,38.315656
"AD1_2009__Julier 1 9",-78.266403,39.147459
"AD1_2009__Julier 1 10",-77.435604,39.326011
"AD1_2009__Julier 1 11",-79.123483,37.848017
"AD1_2009__Julier 1 12",-77.490506,39.313984
"AD1_2009__Julier 1 13",-77.434292,37.566899
"AD1_2009__Julier 1 14",-78.279007,39.026669
"AD1_2009__Julier 1 15",-77.452743,39.683188
"AD1_2009__Julier 1 16",-78.165901,39.075427
"AD1_2009__Julier 1 17",-77.96237,38.98872
"AD1_2009__Julier 1 18",-77.011006,37.524506
"AD1_2009__Julier 1 19",-77.470087,39.413655
"AD1_2009__Julier 1 20",-77.46428,39.2787
"AD1_2010__Goulson 1 1",-0.514897,51.821286
"AD1_2010__Goulson 1 2",-0.516356,51.795669
"AD1_2010__Goulson 1 3",-0.507356,51.783803
"AD1_2010__Goulson 1 4",-0.490578,51.828236
"AD1_2010__Goulson 1 5",-0.435272,51.837692
"AD1_2010__Goulson 1 6",-0.249258,51.822164
"AD1_2010__Goulson 1 7",-0.269903,51.828275
"AD1_2010__Goulson 1 8",-0.478114,51.842986
"AD1_2010__Goulson 1 9",-0.453153,51.817583
"AD1_2010__Goulson 1 10",-0.466203,51.795386
"AD1_2010__Goulson 1 11",-0.420967,51.791119
"AD1_2010__Goulson 1 12",-0.411533,51.826356
"AD1_2010__Goulson 1 13",-0.334831,51.7925
"AD1_2010__Goulson 1 14",-0.323744,51.843006
"AD1_2010__Redpath 1 1",-6.405979,58.443423
"AD1_2010__Redpath 1 2",-6.322777,58.464246
"AD1_2010__Redpath 1 3",-6.305686,58.464822
"AD1_2010__Redpath 1 4",-6.240556,58.493972
"AD1_2010__Redpath 1 5",-4.752148,58.561513
"AD1_2010__Redpath 1 6",-7.539291,57.602175
"AD1_2010__Redpath 1 7",-7.526433,57.598886
"AD1_2010__Redpath 1 8",-7.42185,57.234445
"AD1_2010__Redpath 1 9",-7.0753,57.801661
"AD1_2010__Redpath 1 10",-7.006113,57.836551
"AD1_2010__Redpath 1 11",-6.945148,57.88393
"AD1_2011__Bates 1 1",-1.877701,52.506566
"AD1_2011__Bates 1 2",-1.82342,52.447157
"AD1_2011__Bates 1 3",-1.857136,52.486763
"AD1_2011__Bates 1 4",-1.833541,52.494824
"AD1_2011__Bates 1 5",-1.90427,52.485012
"AD1_2011__Bates 1 6",-1.946957,52.504819
"AD1_2011__Bates 1 7",-1.817497,52.456139
"AD1_2011__Bates 1 8",-1.914576,52.486818
"AD1_2011__Bates 1 9",-1.914576,52.486818
"AD1_2011__Bates 1 10",-1.822857,52.587415
"AD1_2011__Bates 1 11",-1.957321,52.452675
"AD1_2011__Bates 1 12",-1.92943,52.408606
"AD1_2011__Bates 1 13",-1.873477,52.43823
"AD1_2011__Bates 1 14",-1.885225,52.446334
"AD1_2011__Bates 1 15",-1.839659,52.432794
"AD1_2011__Bates 1 16",-1.897072,52.413977
"AD1_2011__Bates 1 17",-1.740424,52.547703
"AD1_2011__Bates 1 18",-1.741699,52.581871
"AD1_2011__Bates 1 19",-1.70072,52.530526
"AD1_2011__Bates 1 20",-1.695735,52.398345
"AD1_2011__Bates 1 21",-1.697322,52.381266
"AD1_2011__Bates 1 22",-1.696081,52.347995
"AD1_2011__Bates 1 24",-1.820787,52.370728
"AD1_2011b_Hanley 1 1",-1.335766,51.237783
"AD1_2011b_Hanley 1 2",-1.351968,51.231701
"AD1_2011b_Hanley 1 3",-1.344562,51.228714
"AD1_2011b_Hanley 1 4",-1.336128,51.234639
"AD1_2011b_Hanley 1 5",-1.32447,51.219032
"AD1_2011b_Hanley 1 6",-1.335749,51.228461
"AD1_2011b_Hanley 1 7",-1.328979,51.230916
"AD1_2011b_Hanley 1 8",-1.314698,51.245407
"AD1_2011__Blake 1 1",-0.924444444444444,51.3908333333333
"AD1_2011__Blake 1 2",-0.924444444444444,51.3908333333333
"AD1_2011__Blake 1 3",-1.28916666666667,51.3594444444444
"AD1_2011__Blake 1 4",-1.28916666666667,51.3594444444444
"AD1_2011__Blake 2 1",-0.924444444444444,51.3908333333333
"AD1_2011__Blake 2 2",-1.28916666666667,51.3594444444444
"AD1_2011__Cameron 1 1",-103.5605,43.7072
"AD1_2011__Cameron 1 2",-97.36465,35.18917
"AD1_2011__Cameron 1 3",-93.08075,39.7526
